gene_id,best_BLAST_hit,eval,pannzer_description,pannzer_gene_name,molecular_function,biological_processes,cellular_component
Hsym|HyS0052.6,"ACY74435.1_unknown,_partial_[Carukia_barnesi]",4.80E-04,NA,NA,NA,NA,NA
Hsym|HyS0052.7,XP_021348782.1_uncharacterized_protein_LOC110447404_[Mizuhopecten_yessoensis],3.40E-48,Serine/arginine_repetitive_matrix_protein_2,NA,NA,NA,NA
Hsym|HyS0052.8,XP_013414155.1_uncharacterized_protein_LOC106176355_[Lingula_anatina],1.20E-63,NA,NA,NA,NA,NA
Hsym|HyS0052.9,XP_002166121.1_PREDICTED:_E3_ubiquitin-protein_ligase_TRIM71-like_[Hydra_vulgaris],4.60E-204,Sugar_lactone_lactonase_YvrE,NA,zinc_ion_binding,protein_polyubiquitination,integral_component_of_membrane
Hsym|HyS0052.10,XP_002166147.2_PREDICTED:_E3_ubiquitin-protein_ligase_TRIM71-like_[Hydra_vulgaris],6.70E-217,Virginiamycin_B_lyase,NA,zinc_ion_binding,protein_polyubiquitination,membrane
Hsym|HyS0052.11,XP_015771131.1_PREDICTED:_uncharacterized_protein_LOC107349473_[Acropora_digitifera],1.40E-04,NA,NA,NA,NA,NA
Hsym|HyS0052.12,Q08364.1_RecName:_Full=40S_ribosomal_protein_S5,1.30E-85,40S_ribosomal_protein_S5_(inferred_by_orthology_to_a_C._elegans_protein),RPS5,structural_constituent_of_ribosome,translation,small_ribosomal_subunit
Hsym|HyS0052.13,XP_002163190.2_PREDICTED:_uncharacterized_protein_LOC100213193_[Hydra_vulgaris],4.90E-04,NA,NA,NA,NA,NA
Hsym|HyS0052.15,XP_012557231.1_PREDICTED:_uncharacterized_protein_LOC100209705_[Hydra_vulgaris],3.10E-115,NA,NA,NA,NA,NA
Hsym|HyS0052.16,RMX56991.1_hypothetical_protein_pdam_00016146_[Pocillopora_damicornis],2.50E-14,NA,NA,NA,NA,NA
Hsym|HyS0052.17,XP_023143009.1_pseudouridylate_synthase_7_homolog-like_protein_[Amphiprion_ocellaris],2.30E-90,tRNA_pseudouridine_synthase_D,NA,pseudouridine_synthase_activity,pseudouridine_synthesis,nucleus
Hsym|HyS0052.18,XP_002157741.1_PREDICTED:_blastula_protease_10-like_[Hydra_vulgaris],4.50E-83,Zinc_metalloproteinase,NA,metalloendopeptidase_activity,proteolysis,extracellular_region
Hsym|HyS0052.19,AGO28202.1_retinoid_X_receptor_[Clytia_hemisphaerica],5.70E-128,retinoic_acid_receptor_RXR-gamma,RXRG,steroid_hormone_receptor_activity,steroid_hormone_mediated_signaling_pathway,nucleus
Hsym|HyS0052.20,XP_020915618.1_DNA-directed_RNA_polymerase_II_subunit_RPB3-like_[Exaiptasia_pallida],2.60E-128,RNA_polymerase_II_subunit_C,POLR2C,DNA-directed_5'-3'_RNA_polymerase_activity,"transcription,_DNA-templated","RNA_polymerase_II,_core_complex"
Hsym|HyS0052.21,"XP_004209964.2_PREDICTED:_elongation_factor_Ts,_mitochondrial-like_[Hydra_vulgaris]",5.00E-75,"Elongation_factor_Ts,_mitochondrial",NA,translation_elongation_factor_activity,translational_elongation,mitochondrion
Hsym|HyS0052.22,XP_002165297.2_PREDICTED:_steryl-sulfatase-like_[Hydra_vulgaris],2.40E-136,Steroid_sulfatase,NA,sulfuric_ester_hydrolase_activity,NA,integral_component_of_membrane
Hsym|HyS0052.23,XP_002163572.3_PREDICTED:_transmembrane_protein_223-like_[Hydra_vulgaris],7.50E-38,Transmembrane_protein_223,NA,NA,NA,integral_component_of_membrane
Hsym|HyS0052.24,XP_012564312.1_PREDICTED:_uncharacterized_protein_LOC105848666_[Hydra_vulgaris],9.40E-56,NA,NA,NA,NA,NA
Hsym|HyS0052.25,XP_012565670.1_PREDICTED:_neuropeptide_Y_receptor_type_6-like_[Hydra_vulgaris],1.50E-65,G_protein_coupled_receptor_(Fragment),NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,integral_component_of_membrane
Hsym|HyS0052.27,XP_002165175.1_PREDICTED:_clavaminate_synthase-like_protein_At3g21360_[Hydra_vulgaris],1.10E-73,NA,NA,NA,NA,NA
Hsym|HyS0052.30,XP_012557464.1_PREDICTED:_low-density_lipoprotein_receptor-related_protein_6-like_[Hydra_vulgaris],2.80E-212,Low-density_lipoprotein_receptor-related_protein_6,LRP6,coreceptor_activity_involved_in_Wnt_signaling_pathway,canonical_Wnt_signaling_pathway,integral_component_of_membrane
Hsym|HyS0052.31,KXJ19982.1_V(D)J_recombination_activating_protein_1_[Exaiptasia_pallida],1.20E-31,NA,NA,NA,NA,NA
Hsym|HyS0052.33,XP_020905784.1_uncharacterized_protein_LOC110243968_[Exaiptasia_pallida],4.60E-27,NA,NA,NA,NA,NA
Hsym|HyS0052.34,XP_028407780.1_high-affinity_choline_transporter_1-like_[Dendronephthya_gigantea],3.20E-178,High-affinity_choline_transporter,NA,transmembrane_transporter_activity,transmembrane_transport,integral_component_of_membrane
Hsym|HyS0052.35,XP_012553582.1_PREDICTED:_beta-2_adrenergic_receptor-like_[Hydra_vulgaris],1.40E-18,NA,NA,NA,NA,NA
Hsym|HyS0052.36,XP_027045270.1_uncharacterized_protein_LOC113673111_[Pocillopora_damicornis],1.40E-133,LOW_QUALITY_PROTEIN:_HORMA_domain-containing_protein_2,HORMAD2,metal_ion_binding,meiotic_sister_chromatid_cohesion,synaptonemal_complex
Hsym|HyS0052.37,XP_012555915.1_PREDICTED:_uncharacterized_protein_LOC101238518_isoform_X1_[Hydra_vulgaris],3.30E-10,NA,NA,NA,NA,NA
Hsym|HyS0052.38,XP_026950470.1_tumor_necrosis_factor_receptor_superfamily_member_16_[Lagenorhynchus_obliquidens],1.10E-05,NA,NA,NA,NA,NA
Hsym|HyS0052.39,XP_002160561.1_PREDICTED:_poly(A)-specific_ribonuclease_PARN-like_[Hydra_vulgaris],1.10E-123,Poly-specific_ribonuclease_parn,NA,poly(A)-specific_ribonuclease_activity,mRNA_catabolic_process,nucleus
Hsym|HyS0052.40,XP_012567154.1_PREDICTED:_manganese-transporting_ATPase_13A1-like_[Hydra_vulgaris],0,Cation-transporting_ATPase,ATP13A1,ATPase_activity,cation_transport,integral_component_of_membrane
Hsym|HyS0052.41,XP_012562956.1_PREDICTED:_discoidin_domain-containing_receptor_2_isoform_X1_[Hydra_vulgaris],5.70E-46,NA,NA,NA,NA,NA
Hsym|HyS0052.42,XP_020624000.1_forkhead-associated_domain-containing_protein_1-like_isoform_X1_[Orbicella_faveolata],1.10E-76,NA,NA,NA,NA,NA
Hsym|HyS0052.43,XP_002156317.3_PREDICTED:_glutathione_gamma-glutamylcysteinyltransferase_3-like_[Hydra_vulgaris],7.70E-61,Glutathione_gamma-glutamylcysteinyltransferase,NA,glutathione_gamma-glutamylcysteinyltransferase_activity,phytochelatin_metabolic_process,integral_component_of_membrane
Hsym|HyS0052.44,XP_002156317.3_PREDICTED:_glutathione_gamma-glutamylcysteinyltransferase_3-like_[Hydra_vulgaris],6.10E-63,Glutathione_gamma-glutamylcysteinyltransferase,NA,glutathione_gamma-glutamylcysteinyltransferase_activity,phytochelatin_metabolic_process,integral_component_of_membrane
Hsym|HyS0052.45,"XP_012562369.1_PREDICTED:_dynein_assembly_factor_5,_axonemal-like_[Hydra_vulgaris]",1.40E-239,Dynein_axonemal_assembly_factor_5,DNAAF5,dynein_intermediate_chain_binding,outer_dynein_arm_assembly,integral_component_of_nuclear_inner_membrane
Hsym|HyS0052.46,XP_012554559.1_PREDICTED:_high-affinity_choline_transporter_1-like_[Hydra_vulgaris],3.60E-196,High-affinity_choline_transporter,NA,transmembrane_transporter_activity,transmembrane_transport,integral_component_of_membrane
Hsym|HyS0052.47,XP_012554552.1_PREDICTED:_fukutin-related_protein-like_[Hydra_vulgaris],5.20E-140,26S_proteasome_non-ATPase_regulatory_subunit_2-like_protein_(Fragment),FKRP,dystroglycan_binding,protein_O-linked_mannosylation,sarcolemma
Hsym|HyS0052.48,PIK39696.1_putative_SCAN_domain-containing_protein_3-like_[Apostichopus_japonicus],4.50E-18,NA,NA,NA,NA,NA
Hsym|HyS0052.50,XP_012564872.1_PREDICTED:_selenium-binding_protein_1-like_[Hydra_vulgaris],1.20E-202,LOW_QUALITY_PROTEIN:_selenium-binding_protein_1,SELENBP1,selenium_binding,protein_transport,fibrillar_center
Hsym|HyS0052.51,XP_002155989.2_PREDICTED:_E3_ubiquitin-protein_ligase_TRIM33-like_isoform_X1_[Hydra_vulgaris],8.90E-277,Transcription_intermediary_factor_1-alpha,NA,zinc_ion_binding,chromatin_remodeling,nucleus
Hsym|HyS0052.52,XP_012562143.1_PREDICTED:_uncharacterized_threonine-rich_GPI-anchored_glycoprotein_PJ4664.02-like_[Hydra_vulgaris],0,Arylsulfatase_B_precursor,NA,sulfuric_ester_hydrolase_activity,positive_regulation_of_cell_cycle_G2/M_phase_transition,motile_cilium
Hsym|HyS0052.53,XP_012561697.1_PREDICTED:_uncharacterized_protein_LOC101239084_[Hydra_vulgaris],5.50E-18,NA,NA,NA,NA,NA
Hsym|HyS0052.54,XP_012561702.1_PREDICTED:_heterogeneous_nuclear_ribonucleoprotein_A2_homolog_2-like_[Hydra_vulgaris],6.70E-75,H/ACA_ribonucleoprotein_complex_subunit,NA,RNA_binding,rRNA_processing,nucleolus
Hsym|HyS0052.55,XP_012559508.1_PREDICTED:_uncharacterized_protein_LOC101235710_[Hydra_vulgaris],1.20E-09,NA,NA,NA,NA,NA
Hsym|HyS0052.56,XP_012566745.1_PREDICTED:_probable_glutamate_receptor_[Hydra_vulgaris],7.30E-50,NA,NA,NA,NA,NA
Hsym|HyS0052.57,XP_012555132.1_PREDICTED:_gastrin-releasing_peptide_receptor-like_[Hydra_vulgaris],9.00E-59,NA,NA,NA,NA,NA
Hsym|HyS0052.60,XP_002164473.2_PREDICTED:_uncharacterized_protein_LOC100213924_[Hydra_vulgaris],6.30E-56,NA,NA,NA,NA,NA
Hsym|HyS0052.64,XP_012555832.1_PREDICTED:_ferric-chelate_reductase_1-like_[Hydra_vulgaris],9.70E-16,NA,NA,NA,NA,NA
Hsym|HyS0052.66,XP_012557067.1_PREDICTED:_protein_ZINC_INDUCED_FACILITATOR-LIKE_1-like_[Hydra_vulgaris],4.80E-56,NA,NA,NA,NA,NA
Hsym|HyS0052.67,RMX40521.1_hypothetical_protein_pdam_00007475_[Pocillopora_damicornis],1.80E-04,NA,NA,NA,NA,NA
Hsym|HyS0052.68,XP_012557067.1_PREDICTED:_protein_ZINC_INDUCED_FACILITATOR-LIKE_1-like_[Hydra_vulgaris],1.80E-73,NA,NA,NA,NA,NA
Hsym|HyS0052.69,XP_011411910.1_PREDICTED:_uncharacterized_protein_LOC105317072_[Crassostrea_gigas],2.60E-04,NA,NA,NA,NA,NA
Hsym|HyS0052.71,XP_004919436.1_PREDICTED:_DNA_cross-link_repair_1A_protein_[Xenopus_tropicalis],1.50E-107,DRMBL_domain-containing_protein_(Fragment),DCLRE1A,5'-3'_exodeoxyribonuclease_activity,protection_from_non-homologous_end_joining_at_telomere,fibrillar_center
Hsym|HyS0052.72,XP_020915439.1_uncharacterized_protein_LOC110252918_[Exaiptasia_pallida],8.40E-17,NA,NA,NA,NA,NA
Hsym|HyS0052.73,XP_012565027.1_PREDICTED:_ankyrin-1-like_[Hydra_vulgaris],1.90E-12,Ankyrin_repeat_protein_(Fragment),NA,ubiquitin-protein_transferase_activity,protein_ubiquitination,proteasome_complex
Hsym|HyS0052.74,XP_002169612.2_PREDICTED:_glycoprotein_3-alpha-L-fucosyltransferase_A-like_[Hydra_vulgaris],1.50E-51,"Alpha1,3fucosyltransferase",NA,fucosyltransferase_activity,fucosylation,Golgi_cisterna_membrane
Hsym|HyS0052.75,XP_002160068.1_PREDICTED:_hydroxymethylglutaryl-CoA_synthase_1-like_[Hydra_vulgaris],4.20E-171,"Hydroxymethylglutaryl-CoA_synthase,_cytoplasmic",HMGCS1,hydroxymethylglutaryl-CoA_synthase_activity,sterol_biosynthetic_process,cytosol
Hsym|HyS0052.76,XP_002156725.3_PREDICTED:_patatin-like_phospholipase_domain-containing_protein_7_[Hydra_vulgaris],0,Neuropathy_target_esterase_sws,NA,lysophospholipase_activity,lipid_catabolic_process,integral_component_of_membrane
Hsym|HyS0052.78,XP_012553830.1_PREDICTED:_DENN_domain-containing_protein_1A-like_[Hydra_vulgaris],3.10E-178,DENN_domain-containing_protein_1A,DENND1B,Rab_guanyl-nucleotide_exchange_factor_activity,endocytic_recycling,cytosol
Hsym|HyS0052.79,XP_012556979.1_PREDICTED:_histone-lysine_N-methyltransferase_SETDB1-like_[Hydra_vulgaris],3.20E-269,Histone-lysine_N-methyltransferase_SETDB1-B,REV1,damaged_DNA_binding,error-prone_translesion_synthesis,nucleus
Hsym|HyS0052.80,XP_012562592.1_PREDICTED:_uncharacterized_protein_LOC100206109_[Hydra_vulgaris],7.70E-166,NA,NA,NA,NA,NA
Hsym|HyS0052.81,XP_028409200.1_neuropeptide_FF_receptor_2-like_[Dendronephthya_gigantea],6.40E-06,NA,NA,NA,NA,NA
Hsym|HyS0052.82,XP_002160594.2_PREDICTED:_allograft_inflammatory_factor_1-like_[Hydra_vulgaris],6.40E-36,Allograft_inflammatory_factor,NA,calcium_ion_binding,ruffle_assembly,ruffle_membrane
Hsym|HyS0052.85,XP_012557980.1_PREDICTED:_uncharacterized_protein_LOC100201836_[Hydra_vulgaris],9.10E-143,NA,NA,NA,NA,NA
Hsym|HyS0052.86,XP_002170014.2_PREDICTED:_peroxiredoxin-6-like_[Hydra_vulgaris],3.60E-93,Alkyl_hydroperoxide_reductase_subunit_C/_Thiol_specific_antioxidant,NA,peroxiredoxin_activity,cellular_oxidant_detoxification,cytosol
Hsym|HyS0052.88,XP_012556803.1_PREDICTED:_uncharacterized_protein_LOC105844574_[Hydra_vulgaris],1.10E-63,NA,NA,NA,NA,NA
Hsym|HyS0052.89,XP_012561758.1_PREDICTED:_uncharacterized_protein_LOC101239761_[Hydra_vulgaris],8.10E-111,Cephalosporin_hydroxylase,NA,methyltransferase_activity,lipid_biosynthetic_process,NA
Hsym|HyS0052.91,XP_012566768.1_PREDICTED:_ras_and_EF-hand_domain-containing_protein_homolog_[Hydra_vulgaris],1.50E-104,Ras-related_protein_Rab-14_(inferred_by_orthology_to_a_human_protein),NA,GTPase_activity,Rab_protein_signal_transduction,Golgi_apparatus
Hsym|HyS0052.92,XP_015756306.1_PREDICTED:_embryonic_stem_cell-specific_5-hydroxymethylcytosine-binding_protein-like_isoform_X2_[Acropora_digitifera],6.10E-75,Abasic_site_processing_protein_HMCES,HMCES,peptidase_activity,proteolysis,replication_fork
Hsym|HyS0052.93,"RMX41177.1_hypothetical_protein_pdam_00019195,_partial_[Pocillopora_damicornis]",5.00E-62,cilia-_and_flagella-associated_protein_77,NA,NA,NA,motile_cilium
Hsym|HyS0052.94,XP_004208229.1_PREDICTED:_adenylate_kinase_8-like_[Hydra_vulgaris],2.00E-165,Cation_channel_sperm-associated_protein_subunit_gamma,AK8,adenylate_kinase_activity,nucleoside_monophosphate_phosphorylation,sperm_flagellum
Hsym|HyS0052.95,XP_020905398.1_potassium_voltage-gated_channel_subfamily_A_member_7-like_[Exaiptasia_pallida],9.60E-51,Potassium_voltage-gated_channel_protein_Shab,NA,voltage-gated_potassium_channel_activity,regulation_of_ion_transmembrane_transport,voltage-gated_potassium_channel_complex
Hsym|HyS0052.96,XP_012563270.1_PREDICTED:_E3_ubiquitin-protein_ligase_pellino_homolog_1-like_[Hydra_vulgaris],5.70E-151,E3_ubiquitin-protein_ligase_pellino_homolog,PELI1,ubiquitin_protein_ligase_activity,regulation_of_Toll_signaling_pathway,nucleus
Hsym|HyS0052.98,XP_002162295.1_PREDICTED:_phosphatidylinositol_transfer_protein_alpha_isoform-like_[Hydra_vulgaris],9.70E-115,Phosphatidylinositol_transfer_protein_beta,PITPNB,phospholipid_transporter_activity,phospholipid_transport,Golgi_apparatus
Hsym|HyS0052.99,"XP_004211750.2_PREDICTED:_beta-1,4-N-acetylgalactosaminyltransferase_bre-4-like_[Hydra_vulgaris]",1.40E-76,N-acetyllactosaminide_3-alpha-galactosyltransferase,BRE-4,"transferase_activity,_transferring_glycosyl_groups",carbohydrate_metabolic_process,integral_component_of_membrane
Hsym|HyS0052.100,XP_001624750.1_predicted_protein_[Nematostella_vectensis],2.60E-43,NA,NA,NA,NA,NA
Hsym|HyS0052.101,XP_020620561.1_WAT1-related_protein_At3g45870-like_[Orbicella_faveolata],4.70E-40,NA,NA,NA,NA,NA
Hsym|HyS0052.102,XP_002606153.1_hypothetical_protein_BRAFLDRAFT_92020_[Branchiostoma_floridae],2.20E-85,Poly_[ADP-ribose]_polymerase,NA,NAD+_ADP-ribosyltransferase_activity,neurotransmitter_secretion,synaptic_vesicle
Hsym|HyS0052.103,XP_002606153.1_hypothetical_protein_BRAFLDRAFT_92020_[Branchiostoma_floridae],5.80E-68,Poly_[ADP-ribose]_polymerase,NA,NAD+_ADP-ribosyltransferase_activity,transmembrane_transport,integral_component_of_membrane
Hsym|HyS0052.104,"XP_012562833.1_PREDICTED:_ER_degradation-enhancing_alpha-mannosidase-like_protein_3,_partial_[Hydra_vulgaris]",6.10E-272,ER_degradation-enhancing_alpha-mannosidase-like_protein_3,NA,"mannosyl-oligosaccharide_1,2-alpha-mannosidase_activity",mannose_trimming_involved_in_glycoprotein_ERAD_pathway,membrane
Hsym|HyS0052.105,XP_002161925.1_PREDICTED:_zinc_finger_matrin-type_protein_2-like_[Hydra_vulgaris],1.00E-55,Zinc_finger_matrin-type_protein_2,ZMAT2,zinc_ion_binding,"mRNA_splicing,_via_spliceosome",spliceosomal_complex
Hsym|HyS0052.106,XP_027052800.1_high-affinity_choline_transporter_1-like_[Pocillopora_damicornis],1.40E-162,High-affinity_choline_transporter,NA,transmembrane_transporter_activity,transmembrane_transport,integral_component_of_membrane
Hsym|HyS0052.107,XP_027052800.1_high-affinity_choline_transporter_1-like_[Pocillopora_damicornis],2.10E-169,High-affinity_choline_transporter,NA,transmembrane_transporter_activity,transmembrane_transport,integral_component_of_membrane
Hsym|HyS0052.108,XP_002160739.2_PREDICTED:_pleckstrin_homology_domain-containing_family_G_member_5-like_isoform_X1_[Hydra_vulgaris],1.30E-161,Pleckstrin_homology_domain-containing_family_G_member_5_(Fragment),NA,Rho_guanyl-nucleotide_exchange_factor_activity,regulation_of_Rho_protein_signal_transduction,NA
Hsym|HyS0052.109,XP_020612343.1_high-affinity_choline_transporter_1-like_isoform_X2_[Orbicella_faveolata],4.80E-158,High-affinity_choline_transporter,NA,transmembrane_transporter_activity,transmembrane_transport,integral_component_of_membrane
Hsym|HyS0052.110,XP_012563985.1_PREDICTED:_glycine_receptor_subunit_alpha-2-like_[Hydra_vulgaris],3.30E-79,Gamma-aminobutyric_acid_type_A_receptor_rho3_subunit_(gene/pseudogene),NA,ion_channel_activity,ion_transmembrane_transport,integral_component_of_membrane
Hsym|HyS0052.111,XP_012563985.1_PREDICTED:_glycine_receptor_subunit_alpha-2-like_[Hydra_vulgaris],8.80E-78,Gamma-aminobutyric_acid_receptor_subunit_beta-2,NA,GABA-A_receptor_activity,ion_transmembrane_transport,plasma_membrane
Hsym|HyS0052.112,XP_012566959.1_PREDICTED:_T-box_protein_2-like_[Hydra_vulgaris],3.10E-53,T-box_protein_2_(inferred_by_orthology_to_a_C._elegans_protein),NA,DNA-binding_transcription_factor_activity,"regulation_of_transcription,_DNA-templated",nucleus
Hsym|HyS0052.114,XP_020610875.1_photoreceptor-specific_nuclear_receptor-like_[Orbicella_faveolata],3.10E-77,Photoreceptor-specific_nuclear_receptor,NR2E1,steroid_hormone_receptor_activity,steroid_hormone_mediated_signaling_pathway,nucleus
Hsym|HyS0052.115,PFX24545.1_hypothetical_protein_AWC38_SpisGene10853_[Stylophora_pistillata],3.50E-67,ZAD_domain-containing_protein,NA,zinc_ion_binding,NA,nucleus
Hsym|HyS0052.116,XP_022527996.1_AT-rich_interactive_domain-containing_protein_3A-like_isoform_X2_[Astyanax_mexicanus],3.80E-30,LOW_QUALITY_PROTEIN:_AT-rich_interactive_domain-containing_protein_3C,ARID3C,DNA_binding,positive_regulation_of_transcription_by_RNA_polymerase_II,nucleus
Hsym|HyS0052.117,XP_020613215.1_atrial_natriuretic_peptide_receptor_1-like_isoform_X2_[Orbicella_faveolata],3.00E-202,Atrial_natriuretic_peptide_receptor_1,NA,guanylate_cyclase_activity,cGMP_biosynthetic_process,integral_component_of_membrane
Hsym|HyS0052.119,XP_002158106.2_PREDICTED:_chordin-like_protein_1_isoform_X1_[Hydra_vulgaris],1.00E-45,NA,NA,NA,NA,NA
Hsym|HyS0052.120,XP_002167706.2_PREDICTED:_zinc_finger_protein_37-like_isoform_X2_[Hydra_vulgaris],3.50E-58,LOW_QUALITY_PROTEIN:_zinc_finger_protein_782,ZNF354A,metal_ion_binding,"regulation_of_transcription,_DNA-templated",nucleolus
Hsym|HyS0052.121,XP_012553455.1_PREDICTED:_MATH_and_LRR_domain-containing_protein_PFE0570w-like_[Hydra_vulgaris],8.60E-21,NA,NA,NA,NA,NA
Hsym|HyS0052.122,XP_002158069.3_PREDICTED:_apoptosis_regulator_BAX-like_[Hydra_vulgaris],8.50E-54,Apoptosis_regulator_BAX,NA,protein_homodimerization_activity,positive_regulation_of_apoptotic_process,mitochondrial_outer_membrane
Hsym|HyS0052.123,XP_012557551.1_PREDICTED:_histone-lysine_N-methyltransferase_EHMT2-like_[Hydra_vulgaris],5.70E-216,Euchromatic_histone-lysine_N-methyltransferase,NA,histone-lysine_N-methyltransferase_activity,histone_lysine_methylation,chromosome
Hsym|HyS0052.124,XP_002155513.3_PREDICTED:_calumenin-B-like_[Hydra_vulgaris],2.00E-75,Calumenin-A,NA,calcium_ion_binding,NA,endoplasmic_reticulum
Hsym|HyS0052.125,"XP_012559055.1_PREDICTED:_glycogen_[starch]_synthase,_muscle_[Hydra_vulgaris]",0,Glycogen_[starch]_synthase,GYS2,glycogen_(starch)_synthase_activity,glycogen_biosynthetic_process,ectoplasm
Hsym|HyS0052.126,PFX29236.1_Protein_sidekick-2_[Stylophora_pistillata],3.20E-134,NA,NA,NA,NA,NA
Hsym|HyS0052.127,XP_012559421.1_PREDICTED:_rab-like_protein_6_isoform_X2_[Hydra_vulgaris],1.80E-107,"RAB,_member_RAS_oncogene_family_like_6",RABL6,GTP_binding,SRP-dependent_cotranslational_protein_targeting_to_membrane,centrosome
Hsym|HyS0052.128,XP_020620493.1_uncharacterized_protein_LOC110058236_[Orbicella_faveolata],2.50E-291,Doublecortin_domain-containing_protein_1,NA,extracellular_ligand-gated_ion_channel_activity,intracellular_signal_transduction,plasma_membrane
Hsym|HyS0052.131,"XP_002160422.3_PREDICTED:_trichohyalin-like,_partial_[Hydra_vulgaris]",3.60E-22,NA,NA,NA,NA,NA
Hsym|HyS0052.132,"XP_002160422.3_PREDICTED:_trichohyalin-like,_partial_[Hydra_vulgaris]",5.20E-34,NA,NA,NA,NA,NA
Hsym|HyS0052.134,XP_002163966.2_PREDICTED:_polyenoic_fatty_acid_isomerase-like_[Hydra_vulgaris],3.40E-121,Polyenoic_fatty_acid_isomerase,NA,isomerase_activity,oxidation-reduction_process,NA
Hsym|HyS0052.135,XP_015779976.1_PREDICTED:_uncharacterized_protein_LOC107357849_[Acropora_digitifera],1.20E-18,Transcription_factor_Adf-1,NA,NA,NA,NA
Hsym|HyS0052.136,XP_002161056.1_PREDICTED:_uncharacterized_protein_LOC100200043_[Hydra_vulgaris],2.30E-13,NA,NA,NA,NA,NA
Hsym|HyS0052.137,XP_012553891.1_PREDICTED:_probable_calcium-binding_protein_CML25_[Hydra_vulgaris],2.80E-40,NA,NA,NA,NA,NA
Hsym|HyS0052.138,XP_002160778.1_PREDICTED:_calcyclin-binding_protein-like_[Hydra_vulgaris],4.50E-44,Calcyclin-binding_protein_(inferred_by_orthology_to_a_human_protein),NA,S100_protein_binding,heart_development,nucleus
Hsym|HyS0052.140,XP_022792408.1_ATP-dependent_DNA_helicase_Q1-like_[Stylophora_pistillata],3.60E-61,ATP-dependent_DNA_helicase_RecQ,NA,helicase_activity,DNA_duplex_unwinding,nucleus
Hsym|HyS0053.1,XP_002163784.1_PREDICTED:_uncharacterized_protein_LOC100203386_[Hydra_vulgaris],2.80E-105,Bifunctional_arginine_demethylase_and_lysyl-hydroxylase_PSR,JMJD6,methyltransferase_activity,methylation,integral_component_of_membrane
Hsym|HyS0053.2,XP_002163784.1_PREDICTED:_uncharacterized_protein_LOC100203386_[Hydra_vulgaris],1.50E-114,Bifunctional_arginine_demethylase_and_lysyl-hydroxylase_PSR,JMJD6,methyltransferase_activity,methylation,integral_component_of_membrane
Hsym|HyS0053.3,XP_020615372.1_cytochrome_b5_reductase_4-like_[Orbicella_faveolata],3.50E-90,LOW_QUALITY_PROTEIN:_cytochrome_b5_reductase_4,NA,heme_binding,oxidation-reduction_process,perinuclear_region_of_cytoplasm
Hsym|HyS0053.4,XP_028046536.1_trypsin-like_[Monomorium_pharaonis],6.40E-37,Serine_endopeptidase,NA,serine-type_endopeptidase_activity,proteolysis,extracellular_region
Hsym|HyS0053.6,"XP_019634348.1_PREDICTED:_mycophenolic_acid_acyl-glucuronide_esterase,_mitochondrial-like_[Branchiostoma_belcheri]",2.20E-47,Pimeloyl-ACP_methyl_ester_carboxylesterase,NA,hydrolase_activity,glucuronoside_catabolic_process,cytosol
Hsym|HyS0053.7,RMX44739.1_hypothetical_protein_pdam_00019149_[Pocillopora_damicornis],1.10E-83,Ribose_5-phosphate_isomerase_A,RPIA,ribose-5-phosphate_isomerase_activity,"pentose-phosphate_shunt,_non-oxidative_branch",intracellular_membrane-bounded_organelle
Hsym|HyS0053.8,XP_002160973.1_PREDICTED:_PC3-like_endoprotease_variant_B_[Hydra_vulgaris],0,Lipase_maturation_factor,NA,serine-type_endopeptidase_activity,proteolysis,extracellular_space
Hsym|HyS0053.9,XP_020622053.1_coiled-coil_domain-containing_protein_58-like_[Orbicella_faveolata],3.30E-18,NA,NA,NA,NA,NA
Hsym|HyS0053.10,XP_002163784.1_PREDICTED:_uncharacterized_protein_LOC100203386_[Hydra_vulgaris],6.20E-105,Bifunctional_arginine_demethylase_and_lysyl-hydroxylase_PSR,NA,methyltransferase_activity,methylation,integral_component_of_membrane
Hsym|HyS0053.11,XP_002163784.1_PREDICTED:_uncharacterized_protein_LOC100203386_[Hydra_vulgaris],2.50E-114,Bifunctional_arginine_demethylase_and_lysyl-hydroxylase_PSR,JMJD6,methyltransferase_activity,methylation,integral_component_of_membrane
Hsym|HyS0053.12,XP_012901825.1_PREDICTED:_cytochrome_b5_reductase_4_isoform_X3_[Mustela_putorius_furo],8.40E-86,Cytochrome-b5_reductase,NA,heme_binding,insulin_secretion,perinuclear_region_of_cytoplasm
Hsym|HyS0053.13,XP_028046536.1_trypsin-like_[Monomorium_pharaonis],6.60E-37,Serine_endopeptidase,NA,serine-type_endopeptidase_activity,proteolysis,collagen_trimer
Hsym|HyS0053.15,PWA17964.1_hypothetical_protein_CCH79_00004185_[Gambusia_affinis],8.70E-46,Pimeloyl-ACP_methyl_ester_carboxylesterase,ABHD10,hydrolase_activity,glucuronoside_catabolic_process,cytosol
Hsym|HyS0053.16,RMX44739.1_hypothetical_protein_pdam_00019149_[Pocillopora_damicornis],2.80E-84,Ribose_5-phosphate_isomerase_A,RPIA,ribose-5-phosphate_isomerase_activity,"pentose-phosphate_shunt,_non-oxidative_branch",intracellular_membrane-bounded_organelle
Hsym|HyS0053.17,XP_002160973.1_PREDICTED:_PC3-like_endoprotease_variant_B_[Hydra_vulgaris],0,Lipase_maturation_factor,NA,serine-type_endopeptidase_activity,proteolysis,extracellular_space
